id,bed,bird,cat,dog,down,eight,five,four,go,happy,house,left,marvin,nine,no,off,on,one,right,seven,sheila,six,stop,three,tree,two,up,wow,yes,zero
16,1.3563182,1.813139,1.8496568,1.238799,1.3496083,1.6280773,1.2221763,1.705405,1.445326,1.8558141,1.3781542,1.740913,1.6256348,1.7172793,1.2556869,1.4211388,-1.0199083,-0.7063692,1.5190698,1.557513,1.2270447,1.3651451,1.2388622,-0.7682259,-0.68839353,1.3002282,1.7333019,-0.5142652,-0.90243185,1.5216792
17,1.3564363,1.813314,1.8497334,1.2389039,1.3496194,1.6281898,1.2223114,1.7055266,1.4454963,1.8559685,1.3782774,1.7410475,1.6257726,1.7174423,1.2557623,1.4213701,-1.020049,-0.706383,1.5192937,1.5576084,1.2271593,1.3652636,1.2389978,-0.7682932,-0.6884404,1.3003495,1.7334802,-0.51439565,-0.90260273,1.5218974
18,1.3562292,1.813143,1.8496728,1.2387797,1.3496323,1.6280547,1.2220702,1.7053244,1.4453548,1.8557701,1.3780617,1.7409227,1.6255858,1.717319,1.2557297,1.4210567,-1.0199902,-0.706391,1.519061,1.5575422,1.2270645,1.3651867,1.238911,-0.768164,-0.6883634,1.3002301,1.7332959,-0.51424867,-0.9023965,1.5215983
19,1.3562821,1.8132014,1.84975,1.2388418,1.3496349,1.6281219,1.2220937,1.7054176,1.4454486,1.8558601,1.3781232,1.7410077,1.6256382,1.7173854,1.2557734,1.4211849,-1.020052,-0.70642823,1.5191028,1.5575833,1.2270784,1.3652271,1.239015,-0.7681895,-0.68835115,1.3002993,1.7333988,-0.5143006,-0.9024553,1.5217054
20,1.3561432,1.8131719,1.8496628,1.2387036,1.3496352,1.6280512,1.2219061,1.705224,1.4453238,1.8557007,1.3779408,1.7409223,1.6254656,1.7174088,1.2558111,1.4208771,-1.0201105,-0.706429,1.5190512,1.5575688,1.2271123,1.3652568,1.238893,-0.7681283,-0.688375,1.3002307,1.7332691,-0.5141936,-0.90225583,1.5214903
21,1.3563739,1.8131553,1.8496357,1.2388889,1.349682,1.6280296,1.2222784,1.7054052,1.445402,1.8558178,1.3782364,1.7409188,1.6257169,1.7172726,1.255619,1.4212387,-1.0199096,-0.70631,1.5191416,1.5575475,1.2270445,1.3651043,1.2389297,-0.76821333,-0.6883773,1.3002299,1.7333379,-0.5142976,-0.90260035,1.5217279
22,1.3563404,1.8131411,1.8497294,1.238821,1.3495946,1.6281246,1.2221807,1.7054937,1.4453651,1.8558935,1.3782007,1.7409635,1.6256634,1.7172726,1.2557081,1.421226,-1.0198972,-0.70641243,1.5190305,1.5575182,1.2270155,1.3651621,1.2389022,-0.76825255,-0.68836826,1.3002645,1.733348,-0.5142845,-0.902439,1.521748
23,1.3559405,1.8130372,1.8495598,1.2386419,1.349752,1.6278424,1.2216803,1.7049565,1.4452589,1.8554646,1.3777467,1.7408154,1.6252704,1.7173522,1.2557493,1.4205776,-1.0201234,-0.70640117,1.518894,1.5575643,1.227052,1.365168,1.2388939,-0.76795566,-0.6882953,1.3000969,1.7331231,-0.51405185,-0.9021619,1.5211743
24,1.3563375,1.813122,1.8496827,1.2388245,1.3496264,1.6280841,1.2221726,1.705447,1.4453357,1.8558488,1.3781928,1.7409226,1.625654,1.7172452,1.2556676,1.4211845,-1.0198852,-0.70637655,1.5190302,1.5575147,1.2269918,1.3651214,1.2388953,-0.7682414,-0.68836987,1.3002288,1.7333136,-0.51426446,-0.9024487,1.521708
25,1.3561019,1.8130652,1.8496623,1.2387178,1.3496759,1.6279839,1.22188,1.7052181,1.4453095,1.8556787,1.377939,1.740884,1.6254404,1.7172989,1.2557387,1.4208741,-1.0200053,-0.70643187,1.5189124,1.5575366,1.2270093,1.3651644,1.2389122,-0.7680858,-0.6883077,1.3001759,1.7332256,-0.5141516,-0.9022582,1.5214232
26,1.356016,1.8131036,1.849619,1.238651,1.3496814,1.6279477,1.2217628,1.7050731,1.4452759,1.8555682,1.3778148,1.7408669,1.6253508,1.7173797,1.2558005,1.4206841,-1.0201237,-0.7064241,1.5189568,1.5575621,1.2270886,1.3652339,1.2388712,-0.7680314,-0.6883319,1.3001608,1.7331779,-0.5141093,-0.90217656,1.5213089
27,1.356443,1.8131658,1.8497331,1.2388668,1.3495787,1.6281438,1.2223366,1.705586,1.4453987,1.8559642,1.3783218,1.7409918,1.6257479,1.7172705,1.255682,1.4213684,-1.0198448,-0.70639235,1.5190876,1.5575082,1.2270355,1.3651578,1.2388761,-0.7683112,-0.68839246,1.3002958,1.7333993,-0.51432943,-0.9025422,1.5218685
28,1.3562737,1.8131083,1.8496984,1.2387971,1.3496201,1.6280769,1.2220999,1.7054062,1.4453336,1.8558189,1.3781248,1.7409246,1.6256069,1.7172557,1.2556994,1.421124,-1.019909,-0.70640403,1.5189948,1.5575123,1.2269994,1.365145,1.2389028,-0.768202,-0.68835044,1.3002253,1.7332978,-0.5142467,-0.9023931,1.5216497
29,1.356096,1.8131179,1.8496383,1.2387114,1.3496783,1.6279788,1.2218839,1.7051628,1.4453187,1.8556418,1.3779107,1.7408854,1.6254445,1.7173562,1.2557671,1.4208274,-1.0200735,-0.70640683,1.5189976,1.5575591,1.2270778,1.3652128,1.2388966,-0.7680731,-0.6883355,1.300186,1.7332246,-0.51415986,-0.9022753,1.5214124
30,1.3560743,1.8131058,1.849687,1.2386941,1.3496633,1.6280217,1.2217973,1.7051992,1.4453195,1.8556724,1.3778876,1.740917,1.6253976,1.7173764,1.255805,1.4208294,-1.0201018,-0.7064657,1.5189344,1.557563,1.2270522,1.3652225,1.2389388,-0.76807696,-0.68832123,1.3002093,1.7332478,-0.51415455,-0.90219355,1.5214114
31,1.3563783,1.813189,1.8496934,1.2388569,1.349577,1.6281046,1.222318,1.705467,1.4454014,1.855865,1.3782289,1.7409706,1.6257329,1.7173014,1.2557002,1.4212898,-1.0199047,-0.70635927,1.5191717,1.557509,1.2271167,1.365193,1.2388756,-0.7682412,-0.68840325,1.3002795,1.7333663,-0.5143398,-0.9025563,1.5217977
32,1.3562412,1.8131036,1.8496711,1.2387515,1.3496392,1.6280658,1.2220228,1.7053683,1.445304,1.8558015,1.3780838,1.7409021,1.6255438,1.7172816,1.2557054,1.4210337,-1.0199441,-0.7064142,1.5189675,1.5575356,1.2269827,1.3651385,1.2388942,-0.76820534,-0.6883612,1.3002092,1.7332782,-0.5142082,-0.9023216,1.5215902
33,1.356155,1.813134,1.8497008,1.2387481,1.3496493,1.628052,1.2219237,1.7052798,1.4453486,1.8557321,1.3779788,1.7409343,1.625492,1.717353,1.2557819,1.4209467,-1.0200542,-0.7064411,1.5189891,1.5575575,1.2270552,1.3652123,1.2389423,-0.7681214,-0.6883307,1.3002273,1.7332824,-0.51419723,-0.90229166,1.5215124
34,1.3564609,1.813094,1.8496557,1.2388879,1.3495919,1.6280699,1.2223513,1.7055349,1.4453174,1.8558679,1.378331,1.740927,1.6257304,1.7171698,1.2555834,1.4213575,-1.0197505,-0.7063301,1.5190529,1.5574503,1.2269809,1.3650373,1.2388568,-0.76828545,-0.68839705,1.3002089,1.7333277,-0.51431304,-0.9025681,1.5218352
35,1.3564674,1.8131456,1.8496708,1.2388757,1.3496048,1.6281099,1.2223562,1.7055523,1.4453487,1.8559197,1.378334,1.74094,1.6257523,1.7172306,1.2556206,1.4213451,-1.0198078,-0.7063397,1.5190982,1.5574963,1.2270072,1.3650967,1.2388546,-0.7683135,-0.6884157,1.3002518,1.7333575,-0.514321,-0.90256125,1.5218503
36,1.3562679,1.8131274,1.8496817,1.2387949,1.3496583,1.628043,1.2221316,1.7053881,1.445388,1.855834,1.3781412,1.7409359,1.6256083,1.7173065,1.2556939,1.421123,-1.0199444,-0.70639837,1.5190283,1.5575607,1.2270231,1.3651571,1.2389165,-0.7681992,-0.6883522,1.3002377,1.7333313,-0.51424295,-0.9024468,1.5216441
37,1.3562142,1.8130903,1.8497143,1.2387873,1.3496356,1.6280586,1.2220199,1.7053626,1.4453466,1.8557855,1.378064,1.740929,1.6255609,1.7172698,1.2557201,1.4210718,-1.0199429,-0.70642716,1.5189536,1.5575203,1.2269953,1.3651544,1.2389376,-0.76815337,-0.68832004,1.3002217,1.7332913,-0.5142273,-0.9023555,1.5215882
38,1.3564633,1.8131572,1.8496724,1.2388669,1.349567,1.6281248,1.2223722,1.7055483,1.4453381,1.8559029,1.3783144,1.7409451,1.6257463,1.7172399,1.2556484,1.4213418,-1.0198084,-0.7063472,1.5191245,1.5574687,1.227054,1.3651229,1.2388244,-0.7683087,-0.68842703,1.30026,1.7333523,-0.51432973,-0.9025398,1.5218514
39,1.3565779,1.813209,1.8497032,1.2389541,1.349581,1.628161,1.222508,1.7056541,1.4454201,1.8560011,1.3784546,1.7410102,1.6258594,1.7172685,1.2556266,1.4215388,-1.0198114,-0.7063266,1.5192137,1.5575025,1.2270607,1.3651214,1.2388932,-0.76836574,-0.6884476,1.3003111,1.7334524,-0.5144075,-0.90269357,1.5220157
40,1.3562196,1.8131175,1.8497041,1.2387598,1.3496207,1.6280812,1.222012,1.7053659,1.4453372,1.8558005,1.3780589,1.740934,1.6255474,1.7173086,1.2557411,1.4210535,-1.0199748,-0.7064344,1.5189831,1.5575365,1.2270175,1.3651757,1.2389225,-0.76817936,-0.6883511,1.3002328,1.7333007,-0.51423085,-0.9023265,1.5215981
41,1.3563943,1.8132795,1.8498352,1.2388259,1.3495185,1.6282964,1.2221838,1.7056088,1.445431,1.8560194,1.3782208,1.741073,1.6257088,1.717416,1.2558577,1.4213207,-1.020033,-0.7064895,1.5191536,1.5575511,1.2271247,1.3653263,1.2389383,-0.7683255,-0.6884165,1.3003964,1.7334622,-0.5143621,-0.9023867,1.5218917
42,1.3562421,1.8131075,1.8496643,1.238788,1.3496526,1.6280329,1.222044,1.7053387,1.4453406,1.8557647,1.3780855,1.7409172,1.6255524,1.7172905,1.2556947,1.4210684,-1.0199648,-0.7063983,1.5190057,1.5575345,1.2270154,1.3651295,1.2389352,-0.7681706,-0.688347,1.3002069,1.7332928,-0.51422596,-0.90238476,1.5215929
43,1.3568045,1.8132561,1.8496757,1.239101,1.3496071,1.6281401,1.2228025,1.7057831,1.4454894,1.8560672,1.3787215,1.7410839,1.6259972,1.7172855,1.2555432,1.4218369,-1.019737,-0.70625246,1.5193572,1.5574881,1.2271106,1.3650796,1.238889,-0.7684424,-0.68851125,1.3003498,1.733569,-0.5145003,-0.9029513,1.5222672
44,1.3561809,1.813023,1.8495976,1.2387695,1.3497193,1.6279236,1.2220097,1.705246,1.4452994,1.8556815,1.3780457,1.7408339,1.6255093,1.7172092,1.2556101,1.4209555,-1.019897,-0.70635504,1.5189143,1.5575296,1.2269442,1.3650408,1.2389046,-0.7681129,-0.6883091,1.3001257,1.7332067,-0.5141558,-0.90238845,1.5214621
45,1.3564414,1.8131754,1.8497258,1.2388414,1.3495564,1.6281787,1.2223036,1.7055862,1.4453559,1.8559638,1.3782971,1.7409772,1.6257325,1.7172737,1.2556983,1.4213352,-1.0198538,-0.70639724,1.519094,1.5574987,1.2270339,1.3651669,1.2388574,-0.76833206,-0.68841857,1.3002942,1.7333826,-0.5143291,-0.90247995,1.5218647
46,1.3564855,1.8132466,1.8496807,1.2389333,1.3496344,1.6281298,1.2224022,1.7055347,1.4454488,1.8559368,1.378347,1.7409942,1.6258104,1.7173345,1.2556586,1.4214108,-1.0199282,-0.70632106,1.5192578,1.5575615,1.2270967,1.3651636,1.2389476,-0.76830196,-0.68843615,1.3002999,1.7334347,-0.51438415,-0.9026707,1.5219097
47,1.3562763,1.8131365,1.8497161,1.2387906,1.3496213,1.628105,1.222078,1.7054272,1.4453561,1.8558538,1.3781277,1.7409501,1.6255994,1.7173005,1.2557263,1.4211322,-1.0199546,-0.7064259,1.5190098,1.5575424,1.2270067,1.3651687,1.2389325,-0.76822084,-0.68835896,1.3002492,1.7333312,-0.51425403,-0.90237874,1.5216695
48,1.3562571,1.813199,1.8498144,1.2387862,1.3495412,1.6281923,1.2220831,1.7054691,1.4454136,1.8558934,1.3780901,1.741029,1.6256262,1.7173738,1.2558476,1.4211748,-1.020018,-0.70648915,1.5190583,1.5575289,1.2271153,1.36531,1.238924,-0.76820505,-0.68835586,1.3003362,1.7333822,-0.51430357,-0.902347,1.5217236
49,1.3562394,1.813178,1.8497713,1.2387816,1.3495681,1.6281422,1.2220808,1.7054234,1.4454044,1.8558576,1.3780794,1.7410027,1.6256096,1.71736,1.2558081,1.4211463,-1.0200092,-0.7064627,1.5190573,1.5575389,1.2270977,1.3652666,1.238933,-0.7681888,-0.68835646,1.3003,1.7333624,-0.51429015,-0.90237266,1.5216861
50,1.3563304,1.8131087,1.8496741,1.2388375,1.3496225,1.6280589,1.2222004,1.7054238,1.4453403,1.8558154,1.3781849,1.7409155,1.6256633,1.7172291,1.2556559,1.4211918,-1.019865,-0.7063613,1.5190383,1.5574948,1.2270132,1.3651161,1.2388828,-0.7682115,-0.688362,1.3002207,1.7333003,-0.51427126,-0.9024776,1.5216951
51,1.3561585,1.8131149,1.8496611,1.238742,1.3496653,1.6280128,1.2219536,1.7052598,1.4453477,1.8557216,1.3779927,1.7409133,1.6254897,1.7173425,1.2557404,1.4209542,-1.0200346,-0.70641875,1.518996,1.5575615,1.2270457,1.3651745,1.2389365,-0.76812404,-0.6883381,1.3002062,1.7332766,-0.5141954,-0.90232426,1.521502
52,1.356336,1.81323,1.8497136,1.2388391,1.3496337,1.6281295,1.2221483,1.7054274,1.4454136,1.8558598,1.3781608,1.7409846,1.6256509,1.7173896,1.2557642,1.421173,-1.0200309,-0.70640254,1.5191449,1.5575725,1.2271066,1.3652338,1.2389445,-0.7682254,-0.6883916,1.3002926,1.7333806,-0.5142945,-0.90245503,1.5217267
53,1.3563235,1.8132874,1.8496784,1.2388815,1.3496962,1.6280941,1.2221586,1.7053568,1.4454894,1.8558345,1.3781472,1.7409992,1.6256721,1.7174644,1.2557533,1.4211934,-1.0201286,-0.70636404,1.5192614,1.5576375,1.2271509,1.365241,1.2390456,-0.76818997,-0.6884009,1.3002911,1.7334207,-0.5143315,-0.9025609,1.5217235
54,1.3562268,1.8131155,1.849679,1.2388189,1.3496945,1.6280168,1.2220272,1.7053154,1.4453818,1.8557516,1.37807,1.7409213,1.6255604,1.7173079,1.2557048,1.4210458,-1.0199928,-0.7063961,1.5190022,1.5575562,1.2270179,1.3651412,1.2389723,-0.768133,-0.68831414,1.3002144,1.7333024,-0.5142136,-0.9024125,1.5215586
55,1.3561307,1.8131303,1.8496735,1.2387547,1.3496599,1.6279988,1.2219676,1.7052207,1.4453777,1.8556899,1.3779624,1.7409264,1.6255059,1.7173585,1.2557669,1.4209462,-1.0200583,-0.70641226,1.5190336,1.5575567,1.2270982,1.3652202,1.2389339,-0.7680815,-0.68832576,1.3002186,1.7332771,-0.51420885,-0.9023561,1.5214869
56,1.3561344,1.8130987,1.8497351,1.238718,1.3496318,1.6280897,1.2218336,1.7053175,1.4453022,1.8557498,1.3779562,1.740931,1.6254371,1.7173239,1.2557964,1.4209162,-1.0200323,-0.70649153,1.518889,1.5575355,1.2269974,1.3652015,1.2389404,-0.7681338,-0.688316,1.3002259,1.733263,-0.51416826,-0.90217555,1.5214943
57,1.3564274,1.8132178,1.8496687,1.2388897,1.3496178,1.628101,1.2223606,1.7054849,1.4454268,1.8558887,1.3782836,1.7409732,1.625758,1.7173243,1.2556683,1.4213353,-1.0199221,-0.70633507,1.5192224,1.5575432,1.2271161,1.3651683,1.238911,-0.76826715,-0.6884229,1.3002807,1.7333939,-0.5143552,-0.90261626,1.5218371
58,1.3564215,1.8132727,1.849693,1.2388835,1.3496275,1.6281594,1.222261,1.7054896,1.4454403,1.8559191,1.3782511,1.741006,1.6257224,1.7174071,1.2557306,1.4213102,-1.0200266,-0.70637125,1.5192468,1.5575863,1.2271179,1.3652077,1.238984,-0.7682866,-0.688438,1.300308,1.7334377,-0.5143596,-0.9025525,1.521842
59,1.3562648,1.8131044,1.8496871,1.2388204,1.3496525,1.6280372,1.2221016,1.7053769,1.4453664,1.8557961,1.3781265,1.7409284,1.6256053,1.7172619,1.2556809,1.4211301,-1.0199274,-0.7063906,1.5190058,1.5575289,1.2270008,1.365126,1.2389435,-0.7681755,-0.6883308,1.3002155,1.7333077,-0.5142443,-0.9024428,1.5216328
60,1.3562648,1.8131268,1.8497294,1.2387531,1.3495992,1.6281362,1.2220067,1.7054393,1.4453027,1.8558506,1.3780996,1.7409376,1.6255525,1.7172893,1.2557516,1.4210682,-1.0199517,-0.7064554,1.5189517,1.5575237,1.226988,1.3651767,1.2388933,-0.76823425,-0.6883596,1.3002467,1.733298,-0.5142197,-0.9022732,1.5216417
61,1.3563528,1.8131564,1.8497108,1.2388276,1.3495704,1.6281263,1.2222395,1.7054784,1.4453598,1.8558757,1.3781987,1.7409555,1.6256982,1.7172729,1.2557076,1.4212463,-1.0198876,-0.70638597,1.5190918,1.5574986,1.22706,1.3651792,1.238872,-0.7682486,-0.688392,1.300268,1.733342,-0.5143141,-0.90247196,1.5217661
62,1.3561587,1.8131374,1.8496519,1.2387704,1.3496913,1.6279976,1.2219619,1.7052207,1.4453696,1.8556921,1.3779814,1.7409105,1.6255128,1.7173619,1.2557436,1.420941,-1.0200651,-0.70639175,1.5190408,1.5575743,1.2270727,1.3651925,1.2389503,-0.7680946,-0.6883358,1.3002099,1.7332767,-0.5142041,-0.90236616,1.5214891
63,1.3562471,1.8131807,1.8496612,1.2387851,1.3496752,1.6280721,1.2219907,1.7053082,1.445343,1.8557645,1.3780562,1.7409205,1.625556,1.717366,1.2557431,1.4210025,-1.0200629,-0.70638764,1.5190728,1.5575819,1.2270479,1.3651897,1.2389474,-0.7681783,-0.68837726,1.3002309,1.7333014,-0.5142278,-0.9023577,1.5215857
64,1.356297,1.8131772,1.8497566,1.2388026,1.3495666,1.6281459,1.2221509,1.705467,1.4454021,1.8558873,1.3781438,1.7410002,1.6256427,1.7173414,1.2557762,1.4212128,-1.019969,-0.70644623,1.5190758,1.5575268,1.2270877,1.3652377,1.2389203,-0.7682264,-0.6883711,1.3003,1.733377,-0.5143051,-0.90241325,1.521738
65,1.3563137,1.8132585,1.8497058,1.2388259,1.3496192,1.6281345,1.2221497,1.7053909,1.4454219,1.855845,1.3781291,1.7409894,1.6256592,1.71742,1.2557882,1.4211588,-1.0200744,-0.7063928,1.5192047,1.5575805,1.2271504,1.3652735,1.2389418,-0.7682172,-0.68840927,1.3003036,1.7333832,-0.51431394,-0.90246195,1.5217246
66,1.3563285,1.8131105,1.84967,1.2388645,1.3496609,1.6280316,1.2222116,1.7054107,1.4453866,1.8558198,1.3781989,1.740925,1.6256858,1.7172413,1.2556314,1.4212177,-1.0198865,-0.7063444,1.5190539,1.5575331,1.2269989,1.3650948,1.2389423,-0.7681954,-0.68834734,1.3002198,1.7333258,-0.51428235,-0.90254766,1.5216988
67,1.3561513,1.8130466,1.8496237,1.2387766,1.3497318,1.6279447,1.2219251,1.70522,1.4453179,1.8556687,1.3779984,1.7408578,1.6254828,1.7172563,1.2556577,1.4209235,-1.0199742,-0.7063769,1.5189219,1.5575494,1.226952,1.3650773,1.2389638,-0.76809007,-0.6882984,1.3001462,1.7332276,-0.51415676,-0.9023507,1.521441
68,1.3561724,1.8131497,1.8496932,1.2387937,1.3496889,1.628024,1.221947,1.7052615,1.4453915,1.8557082,1.3779908,1.7409377,1.625502,1.717374,1.2557728,1.4209555,-1.0200752,-0.70642585,1.5190171,1.5575693,1.227078,1.3652054,1.2389789,-0.7680945,-0.6883089,1.300228,1.7332984,-0.5141932,-0.9023495,1.5215011
69,1.3567753,1.8133163,1.8496608,1.2390983,1.3496287,1.6281725,1.222774,1.7057569,1.445498,1.856063,1.3786752,1.7410674,1.6260015,1.7173234,1.2555544,1.4217892,-1.0198032,-0.7062415,1.5194288,1.5575389,1.2271391,1.3650991,1.2389358,-0.768435,-0.6885345,1.3003447,1.7335569,-0.51451254,-0.90294504,1.5222437
70,1.3559803,1.813224,1.8496257,1.2386684,1.3497837,1.6279476,1.2215458,1.7049677,1.4453698,1.8555093,1.3777288,1.7409517,1.6252087,1.717623,1.2559141,1.420576,-1.0204208,-0.70647734,1.5190383,1.5576777,1.2271816,1.3653187,1.2390423,-0.767978,-0.68833137,1.3002057,1.7332642,-0.514084,-0.9021188,1.5212404
71,1.3559088,1.8130007,1.8495835,1.2386657,1.3497905,1.6278182,1.2216042,1.704943,1.4452772,1.8554322,1.3777174,1.740819,1.6252246,1.7173439,1.2557477,1.420542,-1.0201341,-0.70642394,1.5188125,1.5575677,1.2270137,1.3651344,1.2389541,-0.7679056,-0.6882396,1.3000879,1.73312,-0.51401496,-0.90214026,1.5211121
72,1.3564428,1.8131045,1.8496788,1.2388935,1.3496178,1.6280757,1.2223461,1.7055345,1.445362,1.8559011,1.3783274,1.7409382,1.6257545,1.7171887,1.2555952,1.4213673,-1.0197833,-0.7063371,1.5190617,1.5574832,1.226979,1.3650662,1.2388866,-0.76828253,-0.6883807,1.3002342,1.7333508,-0.51432073,-0.90259004,1.5218328
73,1.3565534,1.8131459,1.8496907,1.238914,1.3495638,1.6281343,1.2224704,1.705647,1.4453522,1.8559686,1.3784341,1.7409735,1.6258041,1.7172037,1.2556065,1.4214745,-1.0197356,-0.7063393,1.5191094,1.5574541,1.2270151,1.3650824,1.2388232,-0.76835954,-0.6884296,1.3002701,1.7333908,-0.51435506,-0.90261596,1.521959
