id,bed,bird,cat,dog,down,eight,five,four,go,happy,house,left,marvin,nine,no,off,on,one,right,seven,sheila,six,stop,three,tree,two,up,wow,yes,zero
51,7.998125,6.259586,3.5943294,5.3123875,6.193418,5.8066273,4.9015727,6.899286,3.9516356,5.6028457,8.291797,6.2916503,6.3436923,4.0688,7.7608604,5.087146,3.854641,6.460837,5.47818,4.449097,6.387865,6.8665113,4.305131,6.2815733,7.4671445,5.4675393,4.5922823,8.104009,3.9363058,4.648455
52,7.9974437,6.2591634,3.5950325,5.311523,6.1939106,5.8057423,4.9007845,6.899367,3.950793,5.6021643,8.2916,6.2916946,6.3429813,4.068389,7.761131,5.0859923,3.8551812,6.4603786,5.478462,4.4495487,6.3870697,6.8655744,4.304683,6.2807136,7.4677396,5.467645,4.592414,8.1042795,3.9354577,4.648926
53,7.9987245,6.2598186,3.5939765,5.313095,6.1930375,5.8072577,4.902235,6.8991137,3.9521224,5.603308,8.291894,6.29163,6.3442154,4.0690656,7.760718,5.087997,3.854157,6.4612284,5.478081,4.448665,6.388357,6.867084,4.3055053,6.282235,7.4667463,5.4674726,4.592309,8.103828,3.9369287,4.648113
54,7.996603,6.2587137,3.5957184,5.3104744,6.1944485,5.804749,4.899857,6.8994975,3.949888,5.601437,8.291376,6.2916913,6.3421693,4.0679226,7.7613964,5.08471,3.8558064,6.459829,5.478707,4.4500813,6.386222,6.86456,4.304157,6.2797265,7.4683824,5.467724,4.5924916,8.104561,3.9344926,4.6494417
55,7.998815,6.2599115,3.5938656,5.3132205,6.193005,5.8073816,4.9023037,6.8991475,3.9522793,5.6033773,8.291958,6.2916684,6.344315,4.069148,7.7606835,5.088115,3.854141,6.4612703,5.4780316,4.4486666,6.388471,6.8672485,4.3055444,6.282336,7.466671,5.4674854,4.5922637,8.103796,3.9370527,4.648061
56,7.998566,6.2597723,3.5943108,5.312864,6.1934023,5.80693,4.9018135,6.899266,3.9518514,5.60287,8.29196,6.291894,6.343952,4.0690055,7.760935,5.0873065,3.8546193,6.460987,5.4782205,4.449064,6.3879647,6.866799,4.3052683,6.281824,7.467061,5.4676514,4.592313,8.103977,3.9366682,4.6483603
57,7.9942,6.2573376,3.59777,5.307485,6.1959705,5.801891,4.8972964,6.899802,3.947236,5.599355,8.290702,6.291638,6.339839,4.0665526,7.7621593,5.0810795,3.857519,6.4583282,5.479478,4.451504,6.383771,6.861566,4.3026805,6.2769403,7.4702363,5.467945,4.5928044,8.105411,3.9316728,4.65093
58,7.9960485,6.2583694,3.59629,5.3097653,6.1948733,5.804029,4.899222,6.89957,3.9492006,5.600863,8.291229,6.2917347,6.3415856,4.067586,7.7616315,5.083739,3.856273,6.4594636,5.478943,4.4504566,6.3855634,6.863788,4.303785,6.2790165,7.468886,5.467817,4.5925965,8.104798,3.9337976,4.6498384
59,7.994772,6.2576838,3.5973823,5.308182,6.19573,5.8024945,4.897786,6.899778,3.9478123,5.5997143,8.290903,6.2917776,6.340338,4.066884,7.7620587,5.081735,3.8572652,6.458618,5.4793444,4.4513,6.3842416,6.8622293,4.302971,6.2774897,7.469889,5.4679704,4.592731,8.105249,3.932313,4.650649
60,7.9964137,6.2586255,3.596009,5.3102255,6.194729,5.804447,4.8995256,6.899591,3.9496164,5.6010904,8.29139,6.291843,6.3419228,4.0678315,7.761561,5.0841584,3.8561435,6.459641,5.4788327,4.450357,6.3858857,6.8642635,4.3039618,6.2793818,7.468646,5.467842,4.592516,8.104694,3.9342191,4.6496544
61,7.994159,6.257296,3.5980852,5.3073897,6.196251,5.8016615,4.8970323,6.899874,3.9470077,5.5990076,8.290758,6.2918777,6.3396645,4.0665116,7.7623568,5.08057,3.8578367,6.458185,5.4796357,4.4517684,6.3834453,6.861333,4.3025317,6.27666,7.470486,5.4681125,4.592859,8.105531,3.931512,4.6511207
62,7.999067,6.2600336,3.5936837,5.313528,6.192849,5.807663,4.9025645,6.899103,3.9525242,5.6035767,8.292017,6.2916746,6.344546,4.0692787,7.7606187,5.0884733,3.8539608,6.461423,5.4779696,4.4485145,6.388701,6.867532,4.305696,6.282615,7.4664965,5.467467,4.592247,8.10371,3.9373305,4.6479096
63,7.9990616,6.2599916,3.5938792,5.313482,6.192983,5.80753,4.902436,6.89912,3.952373,5.6033926,8.292025,6.291794,6.3444567,4.0692463,7.7607284,5.088208,3.8541026,6.4613566,5.478066,4.448632,6.388512,6.867387,4.3056264,6.282472,7.466643,5.467553,4.592298,8.10377,3.9372425,4.648005
64,7.995406,6.2580876,3.596756,5.3089943,6.1953187,5.8033147,4.8985033,6.899731,3.9485967,5.6003084,8.29112,6.291783,6.3409886,4.0672765,7.7618213,5.0827565,3.856812,6.45904,5.4791017,4.4509187,6.3849597,6.8630943,4.3033714,6.278274,7.469352,5.467903,4.592613,8.105024,3.9330924,4.65024
65,7.998468,6.2596765,3.5942764,5.312762,6.1933,5.806901,4.9018755,6.8991976,3.9518015,5.602973,8.291863,6.2917247,6.3439283,4.0689244,7.76086,5.087443,3.8544612,6.461026,5.4782033,4.448928,6.388012,6.8667254,4.3052955,6.281857,7.467022,5.467565,4.5923476,8.103956,3.9365957,4.648328
66,7.9934535,6.2569113,3.598609,5.3065205,6.196626,5.8008537,4.8963118,6.8999405,3.9462762,5.598486,8.290531,6.2917986,6.339014,4.066111,7.7625275,5.0796266,3.8582637,6.4577546,5.479817,4.4521313,6.3828,6.8605113,4.30213,6.2758884,7.4709735,5.4681325,4.592928,8.105738,3.9307213,4.6515164
67,7.996828,6.258808,3.5956259,5.310731,6.1943636,5.8049603,4.9000506,6.8994594,3.9500508,5.6015453,8.291435,6.2917395,6.342344,4.0680275,7.761383,5.0849323,3.8557034,6.4599495,5.4786873,4.4499846,6.3863587,6.864758,4.304267,6.2799273,7.468277,5.4677367,4.592494,8.104511,3.9347079,4.6493444
68,7.999167,6.260085,3.5936253,5.313644,6.192793,5.8077555,4.9026475,6.8990855,3.9526064,5.6036468,8.292032,6.291692,6.344633,4.069329,7.7605953,5.0885954,3.8538966,6.4614654,5.477947,4.4484706,6.3887777,6.8676367,4.3057475,6.2827053,7.466435,5.4674625,4.5922422,8.103672,3.9374409,4.647857
69,7.988517,6.2540975,3.602852,5.3003807,6.1997676,5.7949557,4.8909855,6.9005675,3.940791,5.5941763,8.289131,6.291725,6.3342175,4.0633054,7.764121,5.072108,3.8618176,6.4546185,5.4814014,4.455096,6.37772,6.854357,4.29908,6.270107,7.474786,5.468594,4.593564,8.107461,3.924948,4.654569
70,8.007306,6.264639,3.5864663,5.3238134,6.18732,5.817622,4.911685,6.897858,3.9616678,5.6110506,8.294168,6.291528,6.3526626,4.0739408,7.7578044,5.1014075,3.8476665,6.4667554,5.475248,4.4432163,6.397328,6.87786,4.310912,6.292402,7.4599247,5.466499,4.591229,8.100716,3.9470665,4.6426272
71,8.002233,6.261788,3.5909595,5.317462,6.1907406,5.81145,4.9060397,6.8986163,3.9559913,5.6064115,8.292831,6.291634,6.347643,4.0710535,7.7595596,5.0933976,3.8515592,6.4634514,5.4769435,4.4465,6.391971,6.8714576,4.3076897,6.286349,7.464003,5.467104,4.591872,8.102564,3.9410458,4.6458974
72,7.990413,6.25529,3.6010773,5.302767,6.1985936,5.7973037,4.892999,6.9004364,3.9430585,5.59586,8.289756,6.291813,6.3361006,4.064453,7.7634788,5.0749984,3.8605452,6.4558063,5.480713,4.4540534,6.3797736,6.8568764,4.3002334,6.2723384,7.4732814,5.468439,4.593216,8.106789,3.9272385,4.653386
73,7.989265,6.2546616,3.6020505,5.3013577,6.1993375,5.7959366,4.8917475,6.900597,3.941817,5.59486,8.289446,6.291814,6.3349957,4.0638185,7.7638426,5.0732512,3.8613849,6.455072,5.4810743,4.4547644,6.378607,6.855478,4.299518,6.2709947,7.474163,5.4685597,4.593347,8.107189,3.9259098,4.6541023
74,7.998955,6.2599916,3.5937045,5.3133984,6.1928616,5.8075695,4.902476,6.8991103,3.9524486,5.603555,8.291969,6.29163,6.3444743,4.0692253,7.7606106,5.088401,3.853983,6.4613624,5.47796,4.448543,6.388655,6.867453,4.3056507,6.282527,7.466528,5.4674406,4.592234,8.10371,3.9372385,4.64794
75,7.992457,6.2564282,3.5993774,5.3053074,6.1973066,5.7997193,4.8952055,6.9001555,3.9452794,5.5976143,8.29032,6.29185,6.338071,4.0656033,7.7628417,5.0780807,3.859072,6.457104,5.48009,4.452817,6.3818307,6.85938,4.3014917,6.274719,7.4717236,5.4682536,4.5929847,8.106089,3.9296072,4.652138
76,7.995317,6.2578897,3.5971646,5.308802,6.1954937,5.803002,4.898295,6.899668,3.948194,5.6,8.29103,6.2918577,6.340763,4.067124,7.7620063,5.0823193,3.856961,6.4589295,5.479305,4.451024,6.3845787,6.8626833,4.3032537,6.2780013,7.469619,5.4679847,4.5927625,8.10513,3.932826,4.6504035
77,7.9932876,6.256845,3.598585,5.3063483,6.196616,5.8007755,4.8962407,6.89996,3.9462235,5.598497,8.290477,6.291694,6.338934,4.0660477,7.76249,5.079591,3.8582656,6.4577084,5.47978,4.452138,6.382792,6.860427,4.3020835,6.2758203,7.470986,5.468078,4.5929027,8.105742,3.9305975,4.6515336
78,7.9960237,6.258433,3.5961587,5.3097773,6.194842,5.804093,4.899228,6.8996205,3.9493282,5.600939,8.291263,6.2917147,6.341628,4.067631,7.7615714,5.083826,3.8562706,6.45946,5.478866,4.4504714,6.3856716,6.8639116,4.3037896,6.279062,7.4688163,5.467796,4.5925264,8.104771,3.9338417,4.6498027
79,8.001978,6.26167,3.5910814,5.317179,6.1908507,5.811215,4.9058285,6.8986673,3.9558165,5.6062794,8.292783,6.291585,6.3474474,4.0709395,7.759583,5.0931363,3.851681,6.4633336,5.476984,4.4466076,6.391817,6.87123,4.307564,6.2861323,7.4641356,5.467106,4.5918775,8.102633,3.9407892,4.646013
80,7.999505,6.260261,3.5934286,5.3140473,6.1926475,5.808101,4.9029536,6.8990555,3.9529116,5.6038475,8.292137,6.29176,6.3449187,4.069509,7.760541,5.088979,3.853731,6.461651,5.4778833,4.4483314,6.3890324,6.867994,4.30592,6.2830315,7.4662423,5.4674745,4.5922236,8.103588,3.9377985,4.647695
81,7.992881,6.256557,3.59914,5.3058066,6.1969886,5.8001566,4.895703,6.8999977,3.9456072,5.59797,8.290356,6.291785,6.3384485,4.0657735,7.7627273,5.0787396,3.8586614,6.457399,5.4800224,4.452461,6.3821826,6.859759,4.301777,6.275213,7.471436,5.468187,4.5930247,8.105947,3.9300292,4.6518717
