id,bed,bird,cat,dog,down,eight,five,four,go,happy,house,left,marvin,nine,no,off,on,one,right,seven,sheila,six,stop,three,tree,two,up,wow,yes,zero
18,2.7528622,-0.7587177,1.5446326,1.3996091,1.1640459,1.2210279,2.0517945,1.5534911,-0.3025956,1.20706,1.2534934,-1.2858293,-0.5267126,1.1876214,1.2264287,1.2173461,1.3051472,1.7424041,1.1625196,1.212174,1.7167103,1.3261493,1.2171073,1.2858733,1.5979607,1.6331832,2.0953298,1.1787591,1.2272031,1.6478633
19,2.7533243,-0.7589686,1.5449914,1.4000627,1.1641716,1.2212889,2.0518537,1.5533043,-0.30266097,1.2069728,1.2538906,-1.285937,-0.52672625,1.1879712,1.226401,1.21746,1.3053687,1.7426839,1.1625818,1.2119845,1.716704,1.3259966,1.2172754,1.2861946,1.5980135,1.6329664,2.095958,1.1790057,1.2272921,1.6480861
20,2.7531085,-0.758593,1.5446962,1.399356,1.1641171,1.2209834,2.0515866,1.553359,-0.3025674,1.207239,1.2534994,-1.2859324,-0.5267298,1.187494,1.226251,1.2170188,1.3053768,1.7424674,1.1625447,1.2125397,1.7167668,1.3261586,1.2171375,1.2855572,1.5981011,1.6333537,2.0950634,1.1786036,1.2273258,1.6477718
21,2.7524784,-0.7587232,1.5442697,1.3997725,1.1639017,1.220792,2.0521023,1.5538328,-0.30254164,1.2070806,1.2533402,-1.285821,-0.52652335,1.1877482,1.2267063,1.2177043,1.3049284,1.7423506,1.1627047,1.2119616,1.716552,1.3264028,1.2169787,1.2861844,1.5977911,1.6334994,2.095356,1.1789172,1.2271603,1.6478323
22,2.7528076,-0.758947,1.5447029,1.3998595,1.1640835,1.2212828,2.0520191,1.5534185,-0.302715,1.2067723,1.2535443,-1.2856978,-0.52677023,1.1878042,1.2264802,1.2176086,1.3050601,1.7423633,1.1624843,1.2117621,1.7166557,1.3258978,1.2171022,1.2862729,1.5978594,1.632912,2.095719,1.1788685,1.2270674,1.6479974
23,2.7527404,-0.7583118,1.5445108,1.3991135,1.1639737,1.22062,2.0513058,1.5534601,-0.30245304,1.2073034,1.2533451,-1.2858664,-0.5267104,1.1871052,1.2263104,1.2168906,1.3051331,1.742314,1.1624428,1.2127032,1.7167131,1.3264229,1.2170591,1.2851629,1.5980284,1.6333857,2.094571,1.1784672,1.2272849,1.6475502
24,2.7527437,-0.75886625,1.5445733,1.3997804,1.16402,1.2211242,2.052057,1.5535148,-0.30264553,1.206875,1.2534277,-1.2857022,-0.5267297,1.1877375,1.2265106,1.2175746,1.3050417,1.7423431,1.1624898,1.2118993,1.7166542,1.3260267,1.2170457,1.2862025,1.5978475,1.6330732,2.09552,1.1788229,1.2270713,1.647944
25,2.7528698,-0.7586645,1.5447135,1.3995203,1.1640458,1.2210191,2.0516124,1.5533297,-0.30260468,1.2069824,1.2534897,-1.2857561,-0.5268175,1.1874348,1.2263447,1.2172062,1.3051306,1.7423637,1.1623852,1.212223,1.7166939,1.3260673,1.2171066,1.2857188,1.5979494,1.6329905,2.0952008,1.1786613,1.2271521,1.6478014
26,2.7529144,-0.75841504,1.544606,1.3991469,1.1640618,1.2208136,2.0513973,1.5534002,-0.30252284,1.2072842,1.2533967,-1.2858967,-0.5267386,1.1872302,1.2262498,1.2168988,1.3052671,1.7423601,1.1624972,1.2126681,1.7167598,1.3262811,1.2170919,1.2852777,1.5980923,1.6333861,2.094732,1.1784883,1.2273152,1.6476231
27,2.752557,-0.7589823,1.5445364,1.3999139,1.1640482,1.2212873,2.0521922,1.553583,-0.30273554,1.2067205,1.253482,-1.2856865,-0.5266762,1.1879104,1.226625,1.2178297,1.3049093,1.7422858,1.1625899,1.2115464,1.7165905,1.3259418,1.2170613,1.2864798,1.5977764,1.6330183,2.0958138,1.1789547,1.2270303,1.648014
28,2.7528248,-0.75886345,1.5446912,1.3997681,1.1640539,1.2211863,2.0519352,1.5534033,-0.30266556,1.2068403,1.253492,-1.2856971,-0.5267925,1.1876913,1.2264411,1.2174891,1.3050792,1.7423596,1.162432,1.2119169,1.7166764,1.3259536,1.2170867,1.2861243,1.5978804,1.6329343,2.0955453,1.1788033,1.227075,1.6479411
29,2.752879,-0.75851005,1.5445862,1.3993329,1.164042,1.2208501,2.0515563,1.5534791,-0.3025351,1.2072306,1.2534275,-1.2858945,-0.52671236,1.1873691,1.2263515,1.2170875,1.3052107,1.7423878,1.1625377,1.2124964,1.7167242,1.3262881,1.2170914,1.2855064,1.5980406,1.6333662,2.094938,1.1786137,1.2272866,1.6477
30,2.7532387,-0.7587198,1.5449506,1.3995675,1.1641483,1.2211479,2.0514936,1.5531348,-0.30262694,1.2070224,1.253681,-1.2858342,-0.52685994,1.1875154,1.2261943,1.2170396,1.3053664,1.74251,1.162368,1.2123501,1.7167735,1.3259575,1.2172111,1.2856363,1.5980625,1.6329027,2.0953338,1.1786435,1.2272468,1.6478678
31,2.7524793,-0.758785,1.5444155,1.3997401,1.1640034,1.2210486,2.0520608,1.5537275,-0.3026305,1.2069453,1.2533963,-1.2857924,-0.5265932,1.1877967,1.2266308,1.2176925,1.3049153,1.742285,1.1626654,1.2118133,1.7166224,1.3261926,1.2170439,1.2862161,1.5978392,1.6332904,2.0955305,1.1789175,1.2271256,1.6478792
32,2.752877,-0.7587851,1.5446525,1.3995794,1.1640482,1.2211119,2.0518425,1.5533789,-0.30264142,1.206937,1.2534323,-1.2857139,-0.52680165,1.187579,1.2263778,1.2173364,1.3051357,1.7423488,1.162402,1.2121203,1.7167066,1.3259867,1.2170695,1.2859159,1.5979172,1.6330292,2.0953076,1.1786637,1.2271097,1.6478919
33,2.7531364,-0.75874686,1.5448415,1.3996643,1.1641202,1.2211102,2.0516734,1.5532953,-0.30261022,1.2070379,1.253635,-1.2858596,-0.5267952,1.1876036,1.2263151,1.2172108,1.3053002,1.742509,1.1624758,1.2122548,1.7167271,1.3260517,1.2171783,1.2858208,1.5980263,1.6330489,2.095411,1.1787578,1.2272406,1.6478853
34,2.7521915,-0.758982,1.5443554,1.3999568,1.1639398,1.2211426,2.0523267,1.5536485,-0.3026988,1.2065376,1.253274,-1.2854711,-0.52666575,1.1878623,1.2266853,1.2179705,1.3046595,1.742109,1.162462,1.2113587,1.7165247,1.325941,1.2169312,1.2866019,1.5976088,1.6329105,2.0957463,1.1789185,1.2268324,1.6479524
35,2.75244,-0.75891745,1.5443449,1.3998109,1.1639701,1.2211106,2.0522716,1.5536873,-0.30268225,1.2067974,1.253295,-1.2856424,-0.5266401,1.1878408,1.2266439,1.2178156,1.3048809,1.7422289,1.1625874,1.2116673,1.7165751,1.3260443,1.2169551,1.2864269,1.59774,1.6332031,2.0955775,1.178865,1.2270013,1.6479379
36,2.7526312,-0.7587237,1.5445207,1.3996309,1.1640016,1.221019,2.0518565,1.5536201,-0.30261827,1.2070025,1.253472,-1.2858111,-0.5266618,1.1876279,1.2265764,1.2175277,1.3049659,1.7423338,1.1625663,1.2119856,1.7166426,1.3262067,1.2170869,1.2859731,1.597875,1.6331964,2.0953662,1.1788113,1.2271718,1.6478752
37,2.7529693,-0.7589015,1.54486,1.3998607,1.1640899,1.2212576,2.0518234,1.5532725,-0.30268258,1.206793,1.2536341,-1.2857046,-0.52684313,1.1877062,1.2263846,1.2174395,1.3051372,1.7424303,1.1623756,1.211895,1.7166892,1.3258829,1.217154,1.2861006,1.5979043,1.6327515,2.0956776,1.178835,1.2270913,1.6479797
38,2.752343,-0.7588771,1.5443056,1.3997389,1.1639702,1.2210997,2.052263,1.5537014,-0.30267045,1.2067858,1.2532312,-1.28563,-0.5266384,1.1878128,1.2266331,1.2177917,1.304835,1.7421677,1.1625777,1.2116672,1.7165824,1.3260391,1.2169441,1.2864017,1.5977383,1.6332124,2.0955222,1.1788524,1.2269744,1.6479015
39,2.752509,-0.75908124,1.5444144,1.4001293,1.164009,1.2212273,2.0524337,1.5537136,-0.3027154,1.2067255,1.2534739,-1.2856973,-0.5265526,1.1881514,1.2267234,1.218036,1.3049036,1.7423366,1.1627,1.2114161,1.7165356,1.3260131,1.2170202,1.2867558,1.5977103,1.6331751,2.0960164,1.1790782,1.227028,1.648072
40,2.7530103,-0.7588553,1.5448244,1.39972,1.1641041,1.2212325,2.0517821,1.5532744,-0.302675,1.2068757,1.2535912,-1.2857395,-0.52683157,1.1876702,1.2263383,1.2173423,1.3051939,1.7424251,1.1623918,1.2120322,1.7167212,1.3259007,1.2171481,1.2859766,1.597947,1.6328641,2.095541,1.1787478,1.2271321,1.6479517
41,2.7535806,-0.75914854,1.5451311,1.4000455,1.1643053,1.221645,2.0519972,1.5530858,-0.30280107,1.2068514,1.2538835,-1.2858944,-0.52684873,1.1881125,1.2262343,1.2174028,1.3055862,1.7426901,1.1625661,1.211922,1.7167779,1.3256242,1.2172886,1.2863777,1.5980852,1.632851,2.096145,1.1789372,1.2272574,1.6481788
42,2.7528117,-0.7587961,1.5446757,1.3997563,1.1640362,1.2210658,2.0518672,1.5534282,-0.30260938,1.2068881,1.2535154,-1.2857299,-0.5267427,1.1876659,1.2264563,1.2174504,1.3050544,1.7423785,1.162438,1.2119886,1.7166685,1.3260618,1.2171028,1.2860417,1.5978738,1.6329916,2.095483,1.1787941,1.227103,1.6479077
43,2.7519913,-0.7592343,1.5440617,1.4004995,1.1639296,1.2211542,2.0528216,1.5539876,-0.30276373,1.2065219,1.2534313,-1.285645,-0.52628416,1.1885265,1.2270302,1.2186,1.3046173,1.7422502,1.1629795,1.2108142,1.7162803,1.3261021,1.2169127,1.2873718,1.5974548,1.6333867,2.0964394,1.1793494,1.2269363,1.6480874
44,2.7523487,-0.758593,1.5443345,1.3995028,1.1638725,1.2207537,2.0518165,1.553658,-0.30253902,1.2069569,1.253239,-1.2856494,-0.5266937,1.1873711,1.2265893,1.2174795,1.304789,1.7421827,1.1624225,1.2120576,1.716586,1.326303,1.2169526,1.2858316,1.5977635,1.6331763,2.095009,1.1786814,1.2270359,1.6477247
45,2.7527397,-0.75899065,1.544595,1.3998268,1.1640803,1.2213268,2.0521815,1.5534894,-0.30273625,1.2067744,1.2534457,-1.2856829,-0.5267318,1.1878941,1.2265058,1.2176813,1.3050526,1.7423167,1.1625283,1.2117134,1.7166598,1.3258607,1.2170568,1.2863903,1.5978426,1.6330217,2.095731,1.1788552,1.2270453,1.6480234
46,2.752735,-0.7588956,1.5443496,1.3999552,1.1639966,1.2209558,2.0522606,1.5537603,-0.30261067,1.2070882,1.2534544,-1.2859066,-0.5264835,1.1880453,1.2266573,1.2177783,1.3051437,1.742502,1.1628438,1.2118846,1.7165174,1.3262773,1.2170107,1.286455,1.597839,1.6336005,2.0956924,1.1790332,1.2272297,1.6479381
47,2.753018,-0.758903,1.5448029,1.3998107,1.1641023,1.22125,2.0518947,1.5533385,-0.3026792,1.2068776,1.2536083,-1.2857587,-0.52679735,1.1877557,1.2264001,1.2174425,1.3051882,1.7424519,1.1624453,1.2119681,1.716707,1.3259257,1.2171466,1.2861038,1.5979329,1.6329178,2.0956383,1.1788125,1.2271389,1.6479971
48,2.7532873,-0.7590057,1.5450895,1.399918,1.1642512,1.2215447,2.0517874,1.5531336,-0.30277854,1.2068094,1.2538391,-1.2858367,-0.5268675,1.1878893,1.2262739,1.2173764,1.3053751,1.7425568,1.1624894,1.2118794,1.716763,1.3257091,1.2172782,1.2861646,1.5980463,1.6327261,2.0959647,1.1789067,1.2272121,1.6480687
49,2.7531185,-0.7589202,1.5449615,1.399847,1.1641879,1.2213936,2.0517702,1.553257,-0.30272487,1.2068677,1.2537605,-1.2858359,-0.5268093,1.1878207,1.2263446,1.2173997,1.3052611,1.7425059,1.1624951,1.2119194,1.7167392,1.3258551,1.2172402,1.2860819,1.5980098,1.6328306,2.0958169,1.1788862,1.2272073,1.6480169
50,2.75256,-0.75883764,1.5445002,1.399782,1.1639841,1.2210747,2.0520558,1.5535649,-0.30263963,1.2068201,1.2533771,-1.2856601,-0.5267152,1.1877031,1.2265562,1.2176372,1.3049282,1.7422713,1.162489,1.211808,1.7166177,1.3260553,1.2170165,1.2862272,1.5977951,1.6330519,2.095501,1.1788464,1.2270216,1.6478992
51,2.7528923,-0.7586747,1.544692,1.3995715,1.1640539,1.2210006,2.0516636,1.5534197,-0.3025806,1.2070535,1.2535446,-1.2858331,-0.5267302,1.1875511,1.2263981,1.2172655,1.3051383,1.7424136,1.1624697,1.212221,1.7167051,1.3261548,1.2171391,1.2857581,1.5979662,1.6331108,2.0952828,1.1787212,1.2272139,1.6478444
52,2.7531326,-0.75882685,1.5446343,1.3997836,1.1641127,1.2210606,2.0519736,1.5534685,-0.30262086,1.2071228,1.2535671,-1.2859482,-0.5266649,1.1878303,1.2264243,1.2174097,1.305383,1.7425778,1.1627393,1.2122017,1.7166255,1.3261405,1.2171077,1.2861329,1.598003,1.63345,2.0955305,1.1788741,1.2272947,1.6478949
53,2.7532697,-0.7587672,1.5445414,1.3998446,1.1640884,1.2208201,2.051929,1.5535557,-0.30254316,1.2074056,1.2536345,-1.2861464,-0.5264812,1.1879777,1.2264373,1.2173672,1.3055633,1.7427852,1.1629401,1.2124022,1.7165185,1.3263911,1.2171001,1.2860978,1.5980474,1.633849,2.0955307,1.1789789,1.227486,1.6478487
54,2.7529488,-0.7587815,1.544698,1.3998393,1.1640325,1.2209992,2.0518503,1.5534612,-0.3025761,1.2069985,1.2536011,-1.285836,-0.52671415,1.187686,1.2264897,1.2174467,1.3051504,1.7424979,1.162538,1.2120818,1.7166328,1.3261769,1.2171302,1.286047,1.5979102,1.6331197,2.095508,1.1788833,1.2271931,1.6479063
55,2.7528627,-0.7586172,1.5446869,1.3995728,1.1640562,1.220961,2.0516133,1.553483,-0.30256125,1.2071191,1.2535753,-1.2859014,-0.526693,1.1875392,1.2264286,1.2172629,1.3051376,1.7424328,1.1625463,1.2122465,1.7167039,1.3262467,1.2171608,1.2857215,1.5979979,1.6331915,2.0952778,1.1787837,1.2272675,1.6478063
56,2.753352,-0.75890094,1.5450625,1.3997564,1.1641842,1.2213455,2.0516565,1.552996,-0.3027038,1.2068309,1.2537007,-1.2857299,-0.52696794,1.1876277,1.2261584,1.2171406,1.3054096,1.7425277,1.1622956,1.2121552,1.71676,1.3257229,1.2171999,1.2859061,1.5980219,1.6326721,2.0955894,1.1786904,1.2271463,1.6479644
57,2.752494,-0.75876945,1.5442765,1.3997736,1.1639693,1.2209023,2.0521452,1.5538323,-0.30259946,1.20706,1.2533588,-1.2858578,-0.52650106,1.1878573,1.2266924,1.2177432,1.3049701,1.7423497,1.1627976,1.2118919,1.7165555,1.326335,1.2169937,1.2862662,1.5978265,1.6335651,2.0954826,1.1789352,1.2271888,1.647844
58,2.7531526,-0.7589159,1.5445753,1.3999163,1.1641,1.221034,2.0521162,1.5535107,-0.3026115,1.207157,1.2535797,-1.2859808,-0.52655995,1.1880614,1.2264515,1.2175171,1.305421,1.7426536,1.1627955,1.2121251,1.7165673,1.3261564,1.21709,1.2863206,1.597964,1.6335567,2.0957134,1.1789635,1.2273144,1.6479656
59,2.7527518,-0.7588379,1.5446701,1.3998624,1.1640234,1.2210977,2.051926,1.5534893,-0.30262625,1.2068543,1.2535527,-1.285732,-0.52672595,1.1877183,1.226532,1.2175728,1.3049986,1.7423834,1.1624757,1.211863,1.7166433,1.3260809,1.2171085,1.2861521,1.5978467,1.6329645,2.0956025,1.1788851,1.2270958,1.6479424
60,2.7531004,-0.7589246,1.5448353,1.3997113,1.164137,1.2213211,2.0518866,1.5531863,-0.30272156,1.2068074,1.2535295,-1.2856792,-0.52689856,1.1876737,1.2262764,1.2173251,1.3052742,1.74241,1.1623704,1.2120289,1.7167224,1.3257606,1.2171074,1.2860687,1.5979466,1.632845,2.0955381,1.1786901,1.2270826,1.6479625
61,2.7527132,-0.75888914,1.5446095,1.3997728,1.1640583,1.2212232,2.052031,1.5535046,-0.30268744,1.2068444,1.2534616,-1.2857165,-0.52672905,1.1877913,1.2264919,1.2175916,1.3050382,1.7423229,1.1625137,1.2118207,1.716677,1.3259643,1.2170749,1.2862186,1.5978713,1.6330273,2.0956175,1.1788504,1.2270808,1.6479571
62,2.752989,-0.75863415,1.5446573,1.3995864,1.1640451,1.2208972,2.0516648,1.5534773,-0.302542,1.2071872,1.2535576,-1.2859218,-0.52668625,1.1875579,1.2264056,1.2172312,1.3052415,1.7424977,1.1625736,1.212361,1.7166901,1.3262774,1.2171326,1.2857282,1.598009,1.6333085,2.095226,1.178756,1.2272955,1.6478058
63,2.7532508,-0.75874805,1.5446945,1.3996314,1.1640956,1.2209749,2.0518205,1.5533811,-0.30257535,1.2071971,1.2535434,-1.2859107,-0.52671725,1.1876686,1.2263087,1.2171918,1.3054491,1.7425777,1.1625862,1.2124454,1.7167135,1.3261533,1.217105,1.2858456,1.5980448,1.6333839,2.09528,1.1787027,1.2273041,1.6478641
64,2.752976,-0.7589382,1.5448574,1.3998661,1.1641508,1.2213681,2.051886,1.553331,-0.3027208,1.2068216,1.2536833,-1.2857916,-0.52677685,1.187854,1.2264122,1.217504,1.3051648,1.7424461,1.1625015,1.2118238,1.7167069,1.3258667,1.217198,1.2861938,1.5979458,1.6328615,2.095824,1.1788996,1.2271513,1.6480238
65,2.7531815,-0.7587675,1.5446414,1.3996965,1.1641282,1.221029,2.0519009,1.5534987,-0.3025938,1.2072543,1.2535827,-1.28603,-0.5266131,1.1878437,1.2263893,1.2173159,1.3054459,1.7426122,1.1627703,1.2123286,1.716669,1.3262053,1.2171334,1.2860053,1.598068,1.6335555,2.0954666,1.1788633,1.2273741,1.6478841
66,2.7526054,-0.7588507,1.5445439,1.3999112,1.1639686,1.2210377,2.0520275,1.5536308,-0.3026148,1.2068734,1.2535126,-1.2857288,-0.5266507,1.1877793,1.2266308,1.2177112,1.304915,1.7423594,1.1625339,1.211777,1.7166141,1.3261697,1.2170713,1.286237,1.5977942,1.6330587,2.0956223,1.1789387,1.2270907,1.6479528
67,2.7528512,-0.75870043,1.5446595,1.3997037,1.1639748,1.2209003,2.051749,1.5534477,-0.3025389,1.2070005,1.2535099,-1.2857518,-0.5267516,1.1875204,1.2264577,1.2173485,1.3050696,1.7424163,1.1623939,1.2121762,1.7166692,1.3262017,1.2170918,1.2858471,1.597885,1.6330317,2.09528,1.1787509,1.2271403,1.6478567
68,2.7530956,-0.7586986,1.5447397,1.3997487,1.1640823,1.2209512,2.0517344,1.553422,-0.30254748,1.207125,1.2536356,-1.2859422,-0.5267045,1.1876358,1.2264184,1.2172891,1.3052895,1.7425667,1.1626153,1.212284,1.7166433,1.3262383,1.2171599,1.2858995,1.5980037,1.633272,2.0954068,1.1788665,1.227292,1.6478409
69,2.752214,-0.75913346,1.5438594,1.4003594,1.1639088,1.2208556,2.0528069,1.5540116,-0.30270854,1.2068738,1.2532787,-1.28581,-0.52620435,1.188517,1.2269214,1.2184044,1.3049648,1.742436,1.1632022,1.2112488,1.7161478,1.3262933,1.216779,1.2872503,1.5975442,1.6339804,2.0961413,1.1793057,1.2271122,1.6479111
70,2.7538335,-0.7585078,1.5449567,1.3994335,1.1642528,1.2208067,2.0512712,1.5530598,-0.30248588,1.2075529,1.2538308,-1.2862288,-0.52664536,1.1875598,1.2260137,1.2166045,1.305935,1.7428865,1.1627371,1.2130617,1.7166957,1.3262938,1.217257,1.2853242,1.5983061,1.6336915,2.0950758,1.1786094,1.2276515,1.6476918
71,2.7529275,-0.7584244,1.5447187,1.3993835,1.1639982,1.2206985,2.0512984,1.553326,-0.30245543,1.2071908,1.2535435,-1.285856,-0.5267644,1.1871989,1.2263036,1.2169471,1.3051741,1.7424322,1.1623743,1.2125818,1.7166911,1.3263482,1.2171369,1.2853092,1.5980029,1.6331313,2.094858,1.1785977,1.2272673,1.6476544
72,2.7523775,-0.7589848,1.5444573,1.3999932,1.1639602,1.2211834,2.0522583,1.5536438,-0.30270115,1.2066463,1.2534041,-1.2855731,-0.52666247,1.1878868,1.2266874,1.2179245,1.3047658,1.742219,1.162494,1.2114491,1.7165675,1.325984,1.2169999,1.2865391,1.5976785,1.6329237,2.0957956,1.1789558,1.2269347,1.6480068
73,2.752185,-0.7590392,1.5442971,1.3999672,1.1639719,1.22124,2.0524457,1.5537167,-0.30275232,1.2065599,1.2532759,-1.2855273,-0.5266174,1.1879764,1.2267348,1.2180668,1.304692,1.7421159,1.1625887,1.2112805,1.7165053,1.3259163,1.2169281,1.2867367,1.597622,1.6330462,2.0958428,1.1789683,1.2268708,1.6479921
74,2.7528694,-0.75858295,1.5446398,1.3996084,1.1639922,1.2208062,2.0516272,1.5535043,-0.3024974,1.2071483,1.2535456,-1.2858788,-0.52669334,1.1874566,1.2264657,1.2172589,1.305119,1.742459,1.1625078,1.2123255,1.7166559,1.3263499,1.2171218,1.2856965,1.59795,1.6332235,2.09516,1.1787803,1.2272499,1.6477828
